n_Name	Name	SpType	Teff	e_Teff	log(g)	e_log(g)	[Fe/H]	e_[Fe/H]	r_[Fe/H]	SimbadName	_RA	_DE
 	 	 	K	K	[cm/s2]	[cm/s2]	[Sun]	[Sun]	 	 	deg	deg
-	----------	------------	-----	----	-----	-----	-----	-----	--	----------	---------	---------
 	BD+09_3063	Flat        	 5048	 160	 2.67	 0.41	-0.50	 0.41	0 	BD+09 3063	232.42500	+09.53333
 	BD+09_3223	Flat        	 5164	  51	 2.40	 0.15	-2.08	 0.13	0 	BD+09 3223	248.39825	+09.10453
 	BD+11_2998	F8          	 5334	  45	 2.61	 0.12	-1.21	 0.11	0 	BD+11 2998	247.56993	+10.99771
 	BD+18_2890	Flat        	 5102	  49	 2.59	 0.15	-1.45	 0.11	0 	BD+18 2890	218.05619	+17.42341
 	BD+18_2976	G0          	 4753	  49	 1.58	 0.16	-2.17	 0.11	0 	BD+18 2976	226.85119	+17.44952
 	BD+25_2436	G7III       	 4964	  41	 2.46	 0.12	-0.53	 0.10	0 	BD+25 2436	179.12015	+24.98782
 	BD+25_2479	G8III       	 5458	  46	 4.33	 0.09	 0.40	 0.07	0 	BD+25 2479	184.20597	+24.85582
 	BD+25_2497	G6III       	 4941	  46	 2.49	 0.14	-0.65	 0.11	0 	BD+25 2497	185.52053	+25.10560
 	BD+26_2276	G6III       	 5810	  69	 4.05	 0.13	 0.11	 0.10	0 	BD+26 2276	179.33818	+25.23468
 	BD+27_2057	G7III       	 4882	  51	 2.50	 0.15	-0.56	 0.12	0 	BD+27 2057	176.86969	+26.41266
 	BD+27_2096	G6III       	 5572	  47	 3.89	 0.10	 0.41	 0.07	0 	BD+27 2096	181.75249	+27.01608
 	BD+27_2126	G5          	 4721	  25	 2.57	 0.08	-0.06	 0.06	0 	BD+27 2126	186.35458	+27.00067
 	BD+28_2079	G7III       	 4812	  31	 2.36	 0.10	-0.50	 0.07	0 	BD+28 2079	181.74419	+27.79646
 	BD+29_2231	G7III       	 4942	  48	 2.52	 0.14	-0.44	 0.11	0 	BD+29 2231	178.96808	+28.43744
 	BD+29_2294	G5III-IVp   	 4983	  44	 2.47	 0.13	-0.70	 0.11	0 	BD+29 2294	187.54463	+28.40670
 	BD+30_2611	G8III       	 4391	  28	 0.96	 0.10	-1.46	 0.08	0 	BD+30 2611	226.72429	+30.01026
 	BD+30_2931	K2          	 4427	  20	 2.27	 0.08	-0.21	 0.05	0 	BD+30 2931	256.96900	+30.54786
 	BD+31_2356	G6III       	 5843	  55	 3.96	 0.11	 0.24	 0.08	0 	BD+31 2356	185.41456	+30.39603
 	BD+34_2371	G7III       	 4906	  69	 2.47	 0.16	-0.43	 0.16	0 	BD+34 2371	194.45545	+33.65031
 	BD+36_2303	G7III       	 4649	  31	 1.75	 0.11	-0.92	 0.08	0 	BD+36 2303	190.84381	+36.17331
 	BD+36_368 	K1III       	 4797	  48	 2.69	 0.15	-0.09	 0.11	0 	BD+36 368 	029.40665	+37.66054
 	BD+37_2312	G7III       	 5617	  45	 4.22	 0.09	 0.20	 0.07	0 	BD+37 2312	190.72156	+36.83154
 	BD+37_2319	G6III       	 5707	  46	 4.05	 0.09	 0.31	 0.07	0 	BD+37 2319	191.21554	+36.25459
 	BD+37_448 	G9III       	 4900	  37	 2.70	 0.10	-0.06	 0.08	0 	BD+37 448 	029.72042	+37.81590
 	BD+39_2554	G6III       	 5595	  43	 3.88	 0.09	 0.25	 0.07	0 	BD+39 2554	191.08888	+38.41710
 	BD+45_1668	A9.2        	 8693	  79	 4.72	 0.06	-0.48	 0.16	0 	BD+45 1668	135.78245	+44.58559
 	BD-01_2582	F0          	 5004	  72	 2.24	 0.22	-2.25	 0.16	0 	BD-01 2582	178.40550	-02.01020
 	BD-10_3166	K0V         	 5326	  43	 4.45	 0.08	 0.40	 0.07	0 	BD-10 3166	164.61992	-10.77038
 	BD-11_4126	K3V         	 4731	  26	 4.63	 0.06	-0.03	 0.06	0 	BD-11 4126	245.86213	-11.59461
 	BD-15_872 	F2          	 5511	  66	 4.27	 0.16	-0.39	 0.13	0 	BD-15 872 	072.43455	-15.74118
 	G_101-29  	G0          	 5374	  65	 3.26	 0.18	-2.01	 0.15	0 	G 101-29  	094.00634	+37.72188
 	G_102-20  	Flat        	 5418	  38	 4.49	 0.08	-1.09	 0.10	0 	G 102-20  	085.04056	+12.17810
 	G_102-27  	G0          	 5595	  36	 3.65	 0.08	-0.57	 0.07	0 	G 102-27  	086.41826	+14.68892
 	G_103-55  	G0          	 5567	  37	 4.34	 0.07	-0.36	 0.07	0 	G 103-55  	101.34147	+35.53458
O	G_103-68  	M3          	 3477	  11	 4.76	 0.07	-1.08	 0.15	0 	G 103-68  	103.70398	+33.26818
 	G_107-27  	K2          	 4197	  21	 4.67	 0.07	-0.17	 0.06	0 	G 107-27  	102.88497	+47.36782
 	G_108-29  	G0V         	 5752	  30	 4.31	 0.06	-0.39	 0.05	0 	G 108-29  	102.16407	+07.62233
 	G_108-43  	G0          	 5805	  38	 4.23	 0.07	-0.59	 0.07	0 	G 108-43  	104.66058	-00.48047
 	G_11-45   	G4V         	 5668	  36	 4.34	 0.07	 0.15	 0.06	0 	G 11-45   	183.12017	-03.08447
 	G_112-54  	G8V         	 5317	  25	 4.53	 0.05	-0.78	 0.06	0 	G 112-54  	118.64241	-01.41226
 	G_114-18  	G5          	 5444	  58	 4.50	 0.11	-0.13	 0.11	0 	G 114-18  	132.33836	+03.68400
 	G_119-32  	F5          	 5706	  58	 3.96	 0.11	-1.90	 0.14	0 	G 119-32  	161.84651	+28.39887
 	G_119-64  	G0          	 6134	  55	 4.16	 0.07	-1.53	 0.13	0 	G 119-64  	168.20000	+35.72886
 	G_12-21   	F2          	 5938	  51	 4.18	 0.08	-1.32	 0.12	0 	G 12-21   	183.00571	+13.26128
 	G_12-22   	G8V         	 5479	  84	 4.48	 0.16	 0.24	 0.14	0 	G 12-22   	183.23971	+10.03772
 	G_12-24   	G3V         	 5648	  31	 4.29	 0.06	-0.15	 0.05	0 	G 12-24   	183.30466	+10.82166
 	G_122-39  	G0          	 5578	  34	 4.60	 0.06	-0.33	 0.06	0 	G 122-39  	174.77591	+44.30564
 	G_122-51  	G8Vp        	 5173	  28	 4.76	 0.06	-1.22	 0.08	0 	G 122-51  	178.24487	+37.71868
 	G_122-66  	G8Vw...     	 4955	  26	 3.37	 0.07	-0.53	 0.06	0 	G 122-66  	180.62048	+43.08408
 	G_123-29  	G0V         	 5745	  24	 4.28	 0.05	-0.83	 0.05	0 	G 123-29  	186.19120	+38.31874
 	G_124-40  	K0          	 5458	  40	 4.09	 0.08	 0.52	 0.06	0 	G 124-40  	216.70117	-05.17778
 	G_125-4   	K0V         	 5196	 131	 3.82	 0.31	-0.26	 0.26	0 	G 125-4   	289.75228	+41.63460
 	G_126-62  	sdF8        	 6055	  55	 4.09	 0.08	-1.44	 0.13	0 	G 126-62  	332.88072	+18.09283
 	G_136-45  	G0          	 5598	  26	 4.41	 0.05	-0.13	 0.05	0 	G 136-45  	225.14581	+08.60016
 	G_139-48  	G0V         	 5774	  38	 4.24	 0.07	-0.76	 0.07	0 	G 139-48  	263.67942	+06.01432
 	G_140-5   	A5          	 6035	  38	 3.94	 0.06	-2.09	 0.09	0 	G 140-5   	264.93997	+02.41655
 	G_143-17  	G5Vw        	 5513	  30	 4.25	 0.06	-1.50	 0.08	0 	G 143-17  	298.79033	+10.74094
 	G_144-6   	F7V-VI      	 5974	  34	 4.19	 0.05	-1.11	 0.07	0 	G 144-6   	306.54966	+09.45012
 	G_149-25  	K0          	 5601	  29	 4.53	 0.06	-0.33	 0.06	0 	G 149-25  	194.38316	+18.69344
 	G_15-20   	K3V         	 4884	  34	 4.56	 0.07	 0.25	 0.07	0 	G 15-20   	230.67728	+01.41863
 	G_16-13   	G0          	 5748	  41	 4.01	 0.08	-0.84	 0.08	0 	G 16-13   	237.74556	+08.42327
 	G_16-32   	K1.5IV      	 4862	  25	 3.67	 0.06	 0.08	 0.05	0 	G 16-32   	242.29673	+06.37869
 	G_160-27  	G0          	 5504	  30	 3.91	 0.07	-0.48	 0.06	0 	G 160-27  	057.67340	-04.62231
 	G_161-29  	K:          	 4676	  36	 4.56	 0.08	-0.06	 0.08	0 	G 161-29  	141.42667	-06.77203
 	G_162-13  	K2          	 5343	  37	 4.47	 0.07	 0.34	 0.06	0 	G 162-13  	150.49412	-10.40539
 	G_163-78  	K0          	 5185	 112	 4.17	 0.26	 0.36	 0.23	0 	G 163-78  	171.07232	-01.52908
 	G_165-11  	G0          	 5800	  31	 4.12	 0.06	-0.57	 0.06	0 	G 165-11  	203.12905	+36.03513
 	G_165-39  	A4          	 6160	  40	 3.98	 0.06	-2.03	 0.10	0 	G 165-39  	209.78951	+33.86093
 	G_166-25  	F9V         	 5786	  29	 4.09	 0.06	-0.60	 0.05	0 	G 166-25  	216.37550	+20.59016
 	G_166-45  	A5          	 6060	  51	 3.93	 0.08	-2.16	 0.12	0 	G 166-45  	222.25982	+25.70254
 	G_17-21   	F8V         	 5877	  28	 4.14	 0.05	-0.73	 0.05	0 	G 17-21   	247.61858	+04.17822
 	G_17-30   	G0          	 5706	  31	 4.19	 0.06	-0.48	 0.06	0 	G 17-30   	249.57246	-02.44217
 	G_170-47  	G0          	 5070	  34	 2.35	 0.10	-2.48	 0.07	0 	G 170-47  	263.17344	+23.73656
 	G_175-33  	G0          	 5731	  39	 4.15	 0.08	 0.30	 0.06	0 	G 175-33  	066.85294	+46.85315
O	G_176-11  	M2V         	 3948	   9	 5.13	 0.29	-1.43	 0.04	0 	G 176-11  	166.36907	+43.52678
 	G_180-35  	K0V         	 5292	  28	 4.36	 0.05	 0.49	 0.05	0 	G 180-35  	242.60131	+43.81764
 	G_181-47  	G1V         	 5632	  41	 4.06	 0.09	-0.48	 0.08	0 	G 181-47  	261.67998	+31.07719
 	G_182-19  	G0V         	 5795	  24	 4.25	 0.05	-0.54	 0.04	0 	G 182-19  	264.90364	+37.18375
 	G_183-11  	F0          	 6133	  35	 3.97	 0.05	-2.06	 0.09	0 	G 183-11  	268.68013	+20.27123
 	G_19-24   	K5          	 3959	  15	 4.59	 0.06	-0.27	 0.06	0 	G 19-24   	261.43847	+02.11142
 	G_193-33  	G0          	 5814	  34	 4.12	 0.07	-0.52	 0.06	0 	G 193-33  	107.62412	+53.25178
 	G_196-33  	F8          	 5901	  24	 4.30	 0.04	-0.47	 0.04	0 	G 196-33  	158.46065	+49.18617
 	G_196-48  	G           	 5672	  80	 3.78	 0.16	-1.61	 0.18	0 	G 196-48  	162.73592	+53.24755
 	G_196-9   	K5          	 3947	  12	 4.61	 0.05	-0.29	 0.05	0 	G 196-9   	152.84225	+49.45424
 	G_197-45  	G5          	 5402	  51	 4.51	 0.10	-0.61	 0.11	0 	G 197-45  	182.37043	+51.93362
 	G_197-56  	G2V         	 5620	  62	 4.42	 0.12	-0.71	 0.13	0 	G 197-56  	185.36720	+61.74725
 	G_200-36  	G5          	 5511	  29	 4.43	 0.06	 0.18	 0.05	0 	G 200-36  	216.20392	+41.27511
 	G_200-62  	K1V         	 5180	  25	 4.51	 0.05	-0.38	 0.05	0 	G 200-62  	223.79602	+53.68035
 	G_205-5   	K2V         	 4973	  21	 4.56	 0.04	-0.20	 0.05	0 	G 205-5   	272.40590	+38.45778
 	G_207-5   	F8          	 5904	  51	 4.32	 0.09	-0.50	 0.09	0 	G 207-5   	282.85491	+38.62657
 	G_212-10  	K0III-IV    	 4877	  32	 3.19	 0.09	-0.17	 0.07	0 	G 212-10  	314.20009	+42.89566
 	G_22-7    	K0IV-V      	 5534	  31	 4.30	 0.06	 0.31	 0.05	0 	G 22-7    	283.97070	-05.74522
 	G_223-65  	G3IV        	 4968	  31	 2.38	 0.09	-0.72	 0.08	0 	G 223-65  	217.15755	+49.84485
 	G_227-46  	M3V         	 3481	  10	 4.78	 0.07	-1.01	 0.13	0 	G 227-46  	280.69453	+59.63040
 	G_229-34  	F8          	 5675	  31	 4.18	 0.06	-0.28	 0.05	0 	G 229-34  	293.01054	+50.18155
 	G_230-49  	G0          	 5763	  53	 4.24	 0.12	-0.54	 0.10	0 	G 230-49  	311.64783	+59.85264
 	G_237-84  	G0          	 5572	  29	 4.52	 0.06	-0.45	 0.06	0 	G 237-84  	194.70531	+68.78524
 	G_241-18  	G5          	 5631	  43	 4.39	 0.08	-0.51	 0.08	0 	G 241-18  	340.22798	+66.52343
 	G_243-63  	F8V         	 5063	  51	 2.46	 0.16	-1.63	 0.12	0 	G 243-63  	017.42943	+61.54728
 	G_244-59  	G8V         	 5538	  34	 4.44	 0.07	-0.50	 0.07	0 	G 244-59  	034.20505	+64.95261
 	G_245-32  	sd:F2       	 6114	  62	 4.06	 0.09	-1.80	 0.16	0 	G 245-32  	026.80161	+73.47422
 	G_246-38  	G0          	 5389	  60	 4.04	 0.13	-1.90	 0.16	0 	G 246-38  	052.82250	+66.73028
 	G_249-49  	G0          	 5875	  33	 4.11	 0.06	-0.83	 0.06	0 	G 249-49  	097.56529	+60.78412
 	G_25-15   	F9V         	 5887	  47	 4.32	 0.08	-0.58	 0.09	0 	G 25-15   	316.03079	+02.99448
 	G_25-29   	G5          	 5802	  52	 4.12	 0.10	-0.65	 0.10	0 	G 25-29   	321.67877	+05.44164
 	G_250-22  	K5          	 4257	  20	 4.68	 0.06	-0.16	 0.06	0 	G 250-22  	102.48760	+60.33554
 	G_256-34  	K1III       	 4693	  26	 2.57	 0.10	-0.60	 0.06	0 	G 256-34  	247.66167	+77.44651
 	G_257-32  	K7          	 3600	  15	 4.59	 0.11	-0.84	 0.19	0 	G 257-32  	244.17811	+67.23885
 	G_259-35  	G5III       	 5056	  31	 2.48	 0.09	-1.44	 0.07	0 	G 259-35  	281.77683	+74.72540
 	G_27-44   	F8          	 5987	  45	 4.18	 0.08	-0.68	 0.08	0 	G 27-44   	340.96132	+03.88684
 	G_270-23  	F5V         	 6161	  59	 4.12	 0.08	-1.09	 0.12	0 	G 270-23  	009.63311	-08.30928
 	G_36-33   	K1V         	 5344	  27	 4.64	 0.05	 0.14	 0.05	0 	G 36-33   	042.03810	+27.06863
 	G_37-26   	A4p         	 5876	  35	 3.99	 0.06	-1.98	 0.09	0 	G 37-26   	047.10662	+26.33094
 	G_4-44    	G5          	 5846	  49	 4.23	 0.09	-0.66	 0.09	0 	G 4-44    	042.99315	+11.36998
 	G_40-34   	F0          	 6570	  51	 4.24	 0.05	-1.39	 0.12	0 	G 40-34   	131.10288	+24.79660
 	G_43-3    	sdF5        	 6210	  38	 3.94	 0.06	-2.12	 0.09	0 	G 43-3    	147.23374	+13.74426
 	G_43-33   	F8          	 5954	  35	 4.01	 0.06	-0.50	 0.06	0 	G 43-33   	153.07949	+17.29918
 	G_44-6    	G1V         	 5675	  33	 4.34	 0.06	-0.64	 0.07	0 	G 44-6    	153.53473	+03.15130
 	G_46-31   	Flat        	 5925	 111	 4.12	 0.19	-0.83	 0.20	0 	G 46-31   	139.26667	+03.02491
 	G_48-29   	sd:A2       	 6227	  50	 3.92	 0.08	-2.25	 0.12	0 	G 48-29   	145.18000	+01.00822
 	G_5-40    	G0          	 5893	  76	 4.19	 0.13	-0.81	 0.15	0 	G 5-40    	051.91435	+21.04307
 	G_57-11   	G5          	 5759	  36	 4.46	 0.07	 0.06	 0.06	0 	G 57-11   	174.75417	+06.05790
 	G_58-25   	F4V         	 5930	  31	 4.13	 0.05	-1.39	 0.07	0 	G 58-25   	162.86719	+20.27749
 	G_58-30   	G0          	 5902	  29	 4.30	 0.05	 0.13	 0.04	0 	G 58-30   	164.28984	+21.80486
 	G_60-6    	K2          	 5046	  40	 4.60	 0.08	 0.10	 0.08	0 	G 60-6    	187.00475	+07.45589
 	G_63-9    	F9V         	 5897	  32	 4.19	 0.06	-0.71	 0.06	0 	G 63-9    	198.08226	+17.51712
 	G_65-16   	G5          	 5694	  38	 4.30	 0.07	-0.42	 0.07	0 	G 65-16   	208.95143	+12.43882
 	G_65-47   	G1V         	 5689	  29	 4.41	 0.05	-0.37	 0.05	0 	G 65-47   	215.81369	+01.24157
 	G_7-6     	G0          	 5746	  32	 4.12	 0.06	 0.17	 0.05	0 	G 7-6     	057.59570	+17.47637
 	G_74-5    	F8V         	 5699	  24	 4.33	 0.04	-0.95	 0.05	0 	G 74-5    	032.60220	+29.80657
 	G_75-62   	G5          	 5520	  29	 4.42	 0.06	-0.47	 0.06	0 	G 75-62   	045.91233	-05.66630
 	G_78-14   	G8          	 5286	  39	 4.57	 0.08	-0.40	 0.08	0 	G 78-14   	046.44294	+45.08971
 	G_80-15   	F9V         	 5798	  26	 4.18	 0.05	-0.89	 0.05	0 	G 80-15   	055.09194	-03.21698
 	G_81-38   	G1V-VI      	 5786	  28	 4.25	 0.05	-0.51	 0.05	0 	G 81-38   	072.93149	+45.83416
 	G_82-12   	G0          	 5660	  30	 4.13	 0.06	-0.26	 0.05	0 	G 82-12   	065.06070	-03.75140
 	G_84-29   	sd:F0       	 6189	  40	 3.88	 0.06	-2.25	 0.10	0 	G 84-29   	075.31926	+04.11028
 	G_84-37   	G0          	 5895	  41	 4.19	 0.07	-1.06	 0.09	0 	G 84-37   	077.48733	+05.55743
 	G_88-40   	F8          	 5932	  36	 4.14	 0.06	-0.84	 0.07	0 	G 88-40   	113.64628	+16.90112
 	G_89-11   	K0          	 5131	  33	 4.47	 0.06	 0.16	 0.06	0 	G 89-11   	109.97384	+09.22855
 	G_90-1    	K2V         	 4948	  41	 4.71	 0.08	-0.06	 0.08	0 	G 90-1    	112.25738	+31.99384
 	G_90-25   	sdG2        	 5479	  30	 4.28	 0.06	-1.61	 0.08	0 	G 90-25   	118.38800	+30.60507
 	G_95-4    	G0          	 5648	  30	 4.13	 0.06	-0.42	 0.05	0 	G 95-4    	046.23710	+34.77022
 	G_95-57   	K1V         	 5187	  33	 4.63	 0.07	-0.94	 0.08	0 	G 95-57   	056.75882	+41.42726
 	G_96-20   	F8          	 6284	  37	 4.26	 0.04	-0.90	 0.07	0 	G 96-20   	076.36961	+40.25732
 	NGP_29_129	K1V         	 5315	  44	 4.45	 0.09	 0.22	 0.08	0 	NGP 29 129	189.94124	+28.29911

